geoid,geoid20,year,denom_renters,med_gross_rent,med_gross_rent_adj
1400000US06037700300,6037700300,2018,3027,1622,1652
1400000US06037700400,6037700400,2018,2386,1958,1994
1400000US06037700501,6037700501,2018,1505,1638,1668
1400000US06037700502,6037700502,2018,1978,1672,1703
1400000US06037700600,6037700600,2018,170,2411,2455
1400000US06037700700,6037700700,2018,79,1915,1950
1400000US06037700801,6037700801,2018,1786,2488,2534
1400000US06037700802,6037700802,2018,1562,1836,1870
1400000US06037700901,6037700901,2018,845,1971,2007
1400000US06037700902,6037700902,2018,2736,2155,2194
1400000US06037701000,6037701000,2018,1613,2105,2144
1400000US06037701201,6037701201,2018,147,2315,2357
1400000US06037701202,6037701202,2018,1165,2078,2116
1400000US06037701302,6037701302,2018,2291,2002,2039
1400000US06037701304,6037701304,2018,1410,1891,1926
1400000US06037701402,6037701402,2018,3449,1741,1773
1400000US06037701501,6037701501,2018,2051,1828,1861
1400000US06037701502,6037701502,2018,1460,1720,1752
1400000US06037701601,6037701601,2018,739,2114,2153
1400000US06037701602,6037701602,2018,1182,1817,1850
1400000US06037701701,6037701701,2018,1272,1548,1576
1400000US06037701702,6037701702,2018,1555,1444,1470
1400000US06037701801,6037701801,2018,2257,1507,1535
1400000US06037701802,6037701802,2018,1488,1575,1604
1400000US06037701902,6037701902,2018,2867,1871,1905
1400000US06037702002,6037702002,2018,2539,1685,1716
1400000US06037702102,6037702102,2018,2994,1642,1672
1400000US06037702201,6037702201,2018,1285,1912,1947
1400000US06037702202,6037702202,2018,799,1639,1669
1400000US06037702300,6037702300,2018,1538,1520,1548
1400000US06037702400,6037702400,2018,1305,1764,1796
1400000US06037702501,6037702501,2018,831,1713,1744
1400000US06037702502,6037702502,2018,669,1748,1780
1400000US06037702600,6037702600,2018,515,1789,1822
1400000US06037702700,6037702700,2018,289,1600,1629
1400000US06037702801,6037702801,2018,1272,1653,1683
1400000US06037702802,6037702802,2018,479,1731,1763
1400000US06037702803,6037702803,2018,822,1633,1663
1400000US06037702900,6037702900,2018,5176,2940,2994
1400000US06037703002,6037703002,2018,691,1918,1953
1400000US06037703003,6037703003,2018,627,2166,2206
1400000US06037703100,6037703100,2018,721,1435,1461
1400000US06037703200,6037703200,2018,442,1214,1236
1400000US06037800101,6037800101,2018,204,2750,2800
1400000US06037800103,6037800103,2018,191,2190,2230
1400000US06037800104,6037800104,2018,355,2190,2230
1400000US06037800202,6037800202,2018,264,3501,3565
1400000US06037800204,6037800204,2018,468,2480,2525
1400000US06037800205,6037800205,2018,73,2318,2361
1400000US06037800206,6037800206,2018,528,2346,2389
1400000US06037800324,6037800324,2018,326,2667,2716
1400000US06037800325,6037800325,2018,207,2566,2613
1400000US06037800328,6037800328,2018,473,2113,2152
1400000US06037800333,6037800333,2018,224,2243,2284
1400000US06037800334,6037800334,2018,782,2263,2305
1400000US06037800335,6037800335,2018,405,2276,2317
1400000US06037800336,6037800336,2018,953,2271,2313
1400000US06037800337,6037800337,2018,134,2271,2313
1400000US06037800338,6037800338,2018,227,3376,3438
1400000US06037800406,6037800406,2018,283,1807,1840
1400000US06037800410,6037800410,2018,130,2367,2410
1400000US06037800411,6037800411,2018,351,2568,2615
1400000US06037800412,6037800412,2018,274,2568,2615
1400000US06037800504,6037800504,2018,488,2369,2412
1400000US06037800506,6037800506,2018,373,3079,3135
1400000US06037900102,6037900102,2018,94,950,967
1400000US06037900103,6037900103,2018,680,1101,1121
1400000US06037900104,6037900104,2018,462,1032,1051
1400000US06037900301,6037900301,2018,51,1051,1070
1400000US06037900501,6037900501,2018,997,1157,1178
1400000US06037900504,6037900504,2018,668,1203,1225
1400000US06037900505,6037900505,2018,542,584,595
1400000US06037900506,6037900506,2018,643,1273,1296
1400000US06037900508,6037900508,2018,425,1410,1436
1400000US06037900509,6037900509,2018,405,1150,1171
1400000US06037900510,6037900510,2018,561,1150,1171
1400000US06037900602,6037900602,2018,554,890,907
1400000US06037900606,6037900606,2018,757,1010,1029
1400000US06037900607,6037900607,2018,695,1080,1100
1400000US06037900608,6037900608,2018,429,1366,1391
1400000US06037900609,6037900609,2018,852,1116,1136
1400000US06037900610,6037900610,2018,515,811,826
1400000US06037900611,6037900611,2018,308,811,826
1400000US06037900701,6037900701,2018,909,1184,1206
1400000US06037900703,6037900703,2018,1358,1044,1063
1400000US06037900704,6037900704,2018,1322,1100,1120
1400000US06037900705,6037900705,2018,1139,991,1009
1400000US06037900804,6037900804,2018,578,1048,1067
1400000US06037900805,6037900805,2018,501,1166,1187
1400000US06037900806,6037900806,2018,1810,769,783
1400000US06037900807,6037900807,2018,556,1562,1591
1400000US06037900808,6037900808,2018,558,1562,1591
1400000US06037900901,6037900901,2018,146,1240,1263
1400000US06037900902,6037900902,2018,183,1240,1263
1400000US06037901007,6037901007,2018,156,1244,1267
1400000US06037901008,6037901008,2018,468,1658,1688
1400000US06037901009,6037901009,2018,619,1206,1228
1400000US06037901010,6037901010,2018,827,1255,1278
1400000US06037901011,6037901011,2018,931,1256,1279
1400000US06037901012,6037901012,2018,253,2084,2122
1400000US06037901013,6037901013,2018,192,2084,2122
1400000US06037901014,6037901014,2018,407,2084,2122
1400000US06037901101,6037901101,2018,591,1277,1300
1400000US06037901102,6037901102,2018,568,1233,1256
1400000US06037901209,6037901209,2018,118,1402,1428
1400000US06037901210,6037901210,2018,151,1284,1308
1400000US06037901214,6037901214,2018,134,963,981
1400000US06037901215,6037901215,2018,67,963,981
1400000US06037901216,6037901216,2018,1066,963,981
1400000US06037901217,6037901217,2018,132,2099,2138
1400000US06037901218,6037901218,2018,20,2150,2189
1400000US06037901300,6037901300,2018,502,1012,1030
1400000US06037910002,6037910002,2018,748,1408,1434
1400000US06037910210,6037910210,2018,499,1991,2027
1400000US06037910211,6037910211,2018,40,1527,1555
1400000US06037910212,6037910212,2018,138,1527,1555
1400000US06037910214,6037910214,2018,383,1828,1861
1400000US06037910215,6037910215,2018,511,1464,1491
1400000US06037910216,6037910216,2018,248,1816,1849
1400000US06037910217,6037910217,2018,215,1947,1983
1400000US06037910218,6037910218,2018,613,1487,1514
1400000US06037910301,6037910301,2018,254,1083,1103
1400000US06037910302,6037910302,2018,359,1739,1771
1400000US06037910401,6037910401,2018,861,1456,1483
1400000US06037910404,6037910404,2018,456,1342,1367
1400000US06037910405,6037910405,2018,1278,885,901
1400000US06037910501,6037910501,2018,1926,781,795
1400000US06037910502,6037910502,2018,734,1033,1052
1400000US06037910504,6037910504,2018,480,1183,1205
1400000US06037910505,6037910505,2018,174,1307,1331
1400000US06037910601,6037910601,2018,521,1367,1392
1400000US06037910602,6037910602,2018,762,1214,1236
1400000US06037910605,6037910605,2018,488,1325,1349
1400000US06037910606,6037910606,2018,254,1614,1644
1400000US06037910607,6037910607,2018,414,1161,1182
1400000US06037910608,6037910608,2018,476,1161,1182
1400000US06037910706,6037910706,2018,373,1422,1448
1400000US06037910707,6037910707,2018,568,1161,1182
1400000US06037910709,6037910709,2018,76,2427,2471
1400000US06037910712,6037910712,2018,130,1750,1782
1400000US06037910713,6037910713,2018,272,1585,1614
1400000US06037910714,6037910714,2018,314,1469,1496
1400000US06037910715,6037910715,2018,576,1402,1428
1400000US06037910716,6037910716,2018,460,1569,1598
1400000US06037910717,6037910717,2018,181,1777,1810
1400000US06037910718,6037910718,2018,211,1777,1810
1400000US06037910719,6037910719,2018,209,1777,1810
1400000US06037910720,6037910720,2018,297,1243,1266
1400000US06037910721,6037910721,2018,344,1243,1266
1400000US06037910804,6037910804,2018,59,1458,1485
1400000US06037910807,6037910807,2018,520,2274,2316
1400000US06037910808,6037910808,2018,79,2352,2395
1400000US06037910809,6037910809,2018,28,2613,2661
1400000US06037910810,6037910810,2018,47,3245,3305
1400000US06037910815,6037910815,2018,31,2370,2413
1400000US06037911001,6037911001,2018,410,1193,1215
1400000US06037911100,6037911100,2018,701,1155,1176
1400000US06037920013,6037920013,2018,135,1164,1185
1400000US06037920015,6037920015,2018,127,2950,3004
1400000US06037920016,6037920016,2018,199,2558,2605
1400000US06037920017,6037920017,2018,267,1955,1991
1400000US06037920018,6037920018,2018,102,2425,2469
1400000US06037920020,6037920020,2018,167,1994,2031
1400000US06037920028,6037920028,2018,280,2125,2164
1400000US06037920029,6037920029,2018,345,1711,1742
1400000US06037920030,6037920030,2018,637,1791,1824
1400000US06037920031,6037920031,2018,396,1852,1886
1400000US06037920034,6037920034,2018,295,1441,1467
1400000US06037920035,6037920035,2018,561,1950,1986
1400000US06037920038,6037920038,2018,960,1533,1561
1400000US06037920039,6037920039,2018,74,2440,2485
1400000US06037920040,6037920040,2018,311,1892,1927
1400000US06037920041,6037920041,2018,557,2232,2273
1400000US06037920042,6037920042,2018,1117,1815,1848
1400000US06037920043,6037920043,2018,305,2357,2400
1400000US06037920044,6037920044,2018,114,1568,1597
1400000US06037920045,6037920045,2018,128,2663,2712
1400000US06037920046,6037920046,2018,827,1719,1750
1400000US06037920047,6037920047,2018,1025,1719,1750
1400000US06037920048,6037920048,2018,494,1508,1536
1400000US06037920049,6037920049,2018,88,2265,2307
1400000US06037920050,6037920050,2018,111,1012,1031
1400000US06037920102,6037920102,2018,793,1202,1224
1400000US06037920104,6037920104,2018,44,2464,2509
1400000US06037920106,6037920106,2018,154,1200,1222
1400000US06037920109,6037920109,2018,749,2191,2231
1400000US06037920110,6037920110,2018,304,1913,1948
1400000US06037920111,6037920111,2018,115,2281,2323
1400000US06037920114,6037920114,2018,1286,2001,2038
1400000US06037920115,6037920115,2018,372,1576,1605
1400000US06037920116,6037920116,2018,130,2063,2101
1400000US06037920118,6037920118,2018,164,2810,2861
1400000US06037920120,6037920120,2018,77,2102,2140
1400000US06037920121,6037920121,2018,672,2427,2471
1400000US06037920303,6037920303,2018,331,2279,2321
1400000US06037920312,6037920312,2018,1023,1476,1503
1400000US06037920313,6037920313,2018,387,1643,1673
1400000US06037920314,6037920314,2018,254,1861,1895
1400000US06037920322,6037920322,2018,156,1167,1188
1400000US06037920326,6037920326,2018,1336,1880,1914
1400000US06037920328,6037920328,2018,439,2046,2083
1400000US06037920329,6037920329,2018,781,1873,1907
1400000US06037920330,6037920330,2018,979,1949,1985
1400000US06037920332,6037920332,2018,169,1561,1590
1400000US06037920334,6037920334,2018,876,1718,1749
1400000US06037920338,6037920338,2018,181,2025,2062
1400000US06037920339,6037920339,2018,620,2398,2442
1400000US06037920340,6037920340,2018,824,1368,1393
1400000US06037920341,6037920341,2018,454,1368,1393
1400000US06037920342,6037920342,2018,665,1689,1720
1400000US06037920343,6037920343,2018,733,1694,1725
1400000US06037930400,6037930400,2018,164,1640,1670
1400000US06037980011,6037980011,2018,41,585,596
1400000US06037980015,6037980015,2018,275,1067,1086
1400000US06037980016,6037980016,2018,60,987,1005
1400000US06037980017,6037980017,2018,117,1624,1653
1400000US06037980018,6037980018,2018,4,1615,1645
1400000US06037980019,6037980019,2018,15,3295,3355
1400000US06037980022,6037980022,2018,30,2196,2236
1400000US06037980024,6037980024,2018,25,2173,2213
1400000US06037980025,6037980025,2018,142,1814,1847
1400000US06037980031,6037980031,2018,41,1620,1650
1400000US06037980035,6037980035,2018,927,1494,1521
1400000US06037980036,6037980036,2018,871,1368,1393
1400000US06037980037,6037980037,2018,96,1537,1565
1400000US06037980038,6037980038,2018,1039,2070,2108
1400000US06037980039,6037980039,2018,27,1793,1826
1400000US06037101110,6037101110,2017,816,1566,1634
1400000US06037101122,6037101122,2017,230,2170,2264
1400000US06037101220,6037101220,2017,808,1148,1198
1400000US06037101221,6037101221,2017,1075,1174,1225
1400000US06037101222,6037101222,2017,900,1174,1225
1400000US06037101300,6037101300,2017,171,2353,2455
1400000US06037101400,6037101400,2017,460,1225,1278
1400000US06037102103,6037102103,2017,244,2160,2253
1400000US06037102104,6037102104,2017,343,2565,2676
1400000US06037102105,6037102105,2017,301,1363,1422
1400000US06037102107,6037102107,2017,339,1056,1102
1400000US06037103101,6037103101,2017,171,1496,1561
1400000US06037103102,6037103102,2017,325,1586,1655
1400000US06037103201,6037103201,2017,234,978,1020
1400000US06037103202,6037103202,2017,567,978,1020
1400000US06037103300,6037103300,2017,136,2242,2339
1400000US06037103401,6037103401,2017,522,1693,1766
1400000US06037103402,6037103402,2017,410,1693,1766
1400000US06037104103,6037104103,2017,139,1854,1934
1400000US06037104105,6037104105,2017,767,731,763
1400000US06037104108,6037104108,2017,772,1315,1372
1400000US06037104124,6037104124,2017,216,1447,1510
1400000US06037104201,6037104201,2017,267,1777,1854
1400000US06037104203,6037104203,2017,674,1298,1354
1400000US06037104204,6037104204,2017,262,1209,1261
1400000US06037104310,6037104310,2017,271,1950,2034
1400000US06037104321,6037104321,2017,350,987,1030
1400000US06037104322,6037104322,2017,465,987,1030
1400000US06037104401,6037104401,2017,285,1656,1728
1400000US06037104403,6037104403,2017,243,1624,1694
1400000US06037104404,6037104404,2017,355,1399,1460
1400000US06037104500,6037104500,2017,191,1470,1534
1400000US06037104610,6037104610,2017,308,1436,1498
1400000US06037104620,6037104620,2017,283,1380,1440
1400000US06037104701,6037104701,2017,700,949,990
1400000US06037104703,6037104703,2017,365,1365,1424
1400000US06037104704,6037104704,2017,415,1514,1579
1400000US06037104821,6037104821,2017,329,1392,1452
1400000US06037104822,6037104822,2017,384,1423,1485
1400000US06037104823,6037104823,2017,129,1510,1575
1400000US06037104824,6037104824,2017,144,1510,1575
1400000US06037106010,6037106010,2017,242,1471,1535
1400000US06037106020,6037106020,2017,269,1924,2007
1400000US06037106111,6037106111,2017,96,2589,2701
1400000US06037106112,6037106112,2017,223,1949,2033
1400000US06037106113,6037106113,2017,146,1904,1986
1400000US06037106114,6037106114,2017,958,1376,1436
1400000US06037106403,6037106403,2017,108,2202,2297
1400000US06037106405,6037106405,2017,660,1337,1395
1400000US06037106406,6037106406,2017,414,1717,1791
1400000US06037106407,6037106407,2017,614,1443,1505
1400000US06037106408,6037106408,2017,789,1339,1397
1400000US06037106510,6037106510,2017,574,1663,1735
1400000US06037106520,6037106520,2017,480,1737,1812
1400000US06037106603,6037106603,2017,86,2867,2991
1400000US06037106604,6037106604,2017,565,1325,1382
1400000US06037106641,6037106641,2017,75,3110,3245
1400000US06037106642,6037106642,2017,88,3006,3136
1400000US06037106643,6037106643,2017,171,2163,2257
1400000US06037106645,6037106645,2017,139,3034,3165
1400000US06037106646,6037106646,2017,120,2315,2415
1400000US06037106648,6037106648,2017,542,1104,1152
1400000US06037106649,6037106649,2017,127,1631,1702
1400000US06037107010,6037107010,2017,170,1718,1792
1400000US06037107020,6037107020,2017,361,1527,1593
1400000US06037108101,6037108101,2017,95,3414,3562
1400000US06037108102,6037108102,2017,228,2568,2679
1400000US06037108103,6037108103,2017,95,2293,2392
1400000US06037108104,6037108104,2017,58,3263,3404
1400000US06037108202,6037108202,2017,953,1848,1928
1400000US06037108203,6037108203,2017,237,3046,3178
1400000US06037108204,6037108204,2017,248,3046,3178
1400000US06037109100,6037109100,2017,199,1243,1297
1400000US06037109200,6037109200,2017,185,2122,2214
1400000US06037109300,6037109300,2017,202,2433,2538
1400000US06037109400,6037109400,2017,292,1621,1691
1400000US06037109500,6037109500,2017,398,1380,1440
1400000US06037109601,6037109601,2017,237,2574,2685
1400000US06037109603,6037109603,2017,581,1329,1386
1400000US06037109604,6037109604,2017,195,1207,1259
1400000US06037109700,6037109700,2017,195,2234,2331
1400000US06037109800,6037109800,2017,239,1712,1786
1400000US06037111100,6037111100,2017,160,1974,2059
1400000US06037111201,6037111201,2017,79,2114,2205
